"No.","Time","Source","Destination","Protocol","Length","Info"
"221","17.304156","142.250.207.142","192.168.0.106","QUIC","1292","Initial, SCID=f5dd43b3657090a4, PKN: 8, ACK, CRYPTO, PADDING"
"222","17.304156","142.250.192.36","192.168.0.106","QUIC","1292","Initial, SCID=e8fd3509a05f3789, PKN: 12, ACK, CRYPTO, PADDING"
"223","17.304156","142.250.192.36","192.168.0.106","QUIC","456","Protected Payload (KP0)"
"224","17.304368","142.250.207.142","192.168.0.106","QUIC","1292","Initial, SCID=f5dd43b3657090a4, PKN: 9, ACK, CRYPTO, PADDING"
"225","17.304368","142.250.207.142","192.168.0.106","QUIC","340","Protected Payload (KP0)"
"226","17.305094","192.168.0.106","142.250.192.36","QUIC","120","Handshake, DCID=e8fd3509a05f3789"
"227","17.305332","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"228","17.305822","192.168.0.106","142.250.192.36","QUIC","155","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"229","17.306792","192.168.0.106","142.250.207.142","QUIC","120","Handshake, DCID=f5dd43b3657090a4"
"230","17.307063","192.168.0.106","142.250.207.142","QUIC","73","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"231","17.307295","192.168.0.106","142.250.207.142","QUIC","155","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"232","17.307796","192.168.0.106","142.250.207.142","QUIC","1288","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"233","17.307996","192.168.0.106","142.250.207.142","QUIC","1292","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"234","17.308104","192.168.0.106","142.250.207.142","QUIC","275","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"235","17.323848","142.250.192.36","192.168.0.106","QUIC","163","Protected Payload (KP0)"
"236","17.324096","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"237","17.327833","142.250.207.142","192.168.0.106","QUIC","163","Protected Payload (KP0)"
"238","17.328059","142.250.207.142","192.168.0.106","QUIC","73","Protected Payload (KP0)"
"239","17.328557","142.250.207.142","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"240","17.328557","142.250.207.142","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"241","17.329267","192.168.0.106","142.250.207.142","QUIC","75","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"242","17.337029","142.250.192.36","192.168.0.106","QUIC","1288","Protected Payload (KP0)"
"243","17.337673","142.250.192.36","192.168.0.106","QUIC","378","Protected Payload (KP0)"
"244","17.337813","192.168.0.106","142.250.192.36","QUIC","79","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"245","17.337938","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"246","17.338829","142.250.192.36","192.168.0.106","QUIC","201","Protected Payload (KP0)"
"247","17.356213","142.250.192.36","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"248","17.356616","192.168.0.106","142.250.207.142","QUIC","74","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"249","17.369096","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"250","17.546664","192.168.0.106","142.250.207.142","QUIC","71","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"251","17.603062","142.250.207.142","192.168.0.106","QUIC","773","Protected Payload (KP0)"
"252","17.603062","142.250.207.142","192.168.0.106","QUIC","76","Protected Payload (KP0)"
"253","17.603268","142.250.207.142","192.168.0.106","QUIC","205","Protected Payload (KP0)"
"254","17.603744","192.168.0.106","142.250.207.142","QUIC","77","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"255","17.624151","142.250.207.142","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"256","17.636441","192.168.0.106","142.250.207.142","QUIC","74","Protected Payload (KP0), DCID=f5dd43b3657090a4"
"257","17.810578","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"258","17.978817","192.168.0.106","52.187.79.109","TCP","55","65309  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1 [TCP PDU reassembled in 9359]"
"259","18.126067","52.187.79.109","192.168.0.106","TCP","66","443  >  65309 [ACK] Seq=1 Ack=2 Win=320 Len=0 SLE=1 SRE=2"
"260","18.526963","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"261","19.721926","192.168.0.106","142.250.192.36","QUIC","878","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"262","19.728699","192.168.0.106","142.250.192.36","QUIC","537","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"263","19.860032","142.250.192.36","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"264","19.860032","142.250.192.36","192.168.0.106","QUIC","379","Protected Payload (KP0)"
"265","19.860032","142.250.192.36","192.168.0.106","QUIC","63","Protected Payload (KP0)"
"266","19.860670","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"267","19.893869","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"268","19.977426","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"269","20.081526","142.250.192.36","192.168.0.106","QUIC","1074","Protected Payload (KP0)"
"270","20.081526","142.250.192.36","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"271","20.081526","142.250.192.36","192.168.0.106","QUIC","284","Protected Payload (KP0)"
"272","20.082312","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"273","20.118220","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"274","20.270952","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"275","20.779962","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<20>"
"276","21.599189","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<20>"
"277","22.315909","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<20>"
"278","22.727601","35.244.162.2","192.168.0.106","TLSv1.2","78","Application Data"
"279","22.728132","192.168.0.106","35.244.162.2","TLSv1.2","82","Application Data"
"280","22.829185","35.244.162.2","192.168.0.106","TCP","54","443  >  65260 [ACK] Seq=73 Ack=85 Win=991 Len=0"
"281","23.085909","192.168.0.106","142.250.192.36","QUIC","709","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"282","23.087892","192.168.0.106","142.250.192.36","QUIC","319","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"283","23.136346","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"284","23.137741","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"285","23.149706","142.250.192.36","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"286","23.184200","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"287","23.342622","142.250.192.36","192.168.0.106","QUIC","267","Protected Payload (KP0)"
"288","23.342622","142.250.192.36","192.168.0.106","QUIC","63","Protected Payload (KP0)"
"289","23.343227","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"290","23.444509","142.250.192.36","192.168.0.106","QUIC","1227","Protected Payload (KP0)"
"291","23.444509","142.250.192.36","192.168.0.106","QUIC","189","Protected Payload (KP0)"
"292","23.445185","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"293","23.546468","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"294","23.852217","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"295","23.853073","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"296","24.063691","20.195.84.16","192.168.0.106","TLSv1.2","81","Application Data"
"297","24.112655","192.168.0.106","20.195.84.16","TCP","54","65261  >  443 [ACK] Seq=32 Ack=55 Win=251 Len=0"
"298","24.568958","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"299","24.569885","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"300","25.262503","192.168.0.106","20.195.84.23","TLSv1.2","82","Application Data"
"301","25.389453","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"302","25.426916","20.195.84.23","192.168.0.106","TCP","54","443  >  65251 [ACK] Seq=28 Ack=60 Win=501 Len=0"
"303","25.744531","192.168.0.106","20.195.84.16","TLSv1.2","82","Application Data"
"304","25.903898","20.195.84.16","192.168.0.106","TCP","54","443  >  65261 [ACK] Seq=55 Ack=60 Win=501 Len=0"
"305","26.000465","192.168.0.106","142.250.192.36","QUIC","313","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"306","26.105981","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"307","26.107932","142.250.192.36","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"308","26.107932","142.250.192.36","192.168.0.106","QUIC","268","Protected Payload (KP0)"
"309","26.107932","142.250.192.36","192.168.0.106","QUIC","63","Protected Payload (KP0)"
"310","26.108591","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"311","26.140314","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"312","26.167270","192.168.0.106","142.250.192.36","QUIC","149","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"313","26.204802","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"314","26.235971","192.168.0.106","142.250.192.36","QUIC","238","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"315","26.245814","142.250.192.36","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"316","26.256971","192.168.0.106","142.250.192.36","QUIC","161","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"317","26.279039","192.168.0.106","142.250.192.36","QUIC","1292","Initial, DCID=102c476dedb4b62a, PKN: 1, PING, CRYPTO, PING, CRYPTO, CRYPTO, PING"
"318","26.279189","192.168.0.106","142.250.192.36","QUIC","1292","Initial, DCID=102c476dedb4b62a, PKN: 2, PING, PING, CRYPTO, CRYPTO, PING"
"319","26.279549","192.168.0.106","142.250.192.36","QUIC","121","0-RTT, DCID=102c476dedb4b62a"
"320","26.279975","192.168.0.106","142.250.192.36","QUIC","369","0-RTT, DCID=102c476dedb4b62a"
"321","26.348344","142.250.192.36","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"322","26.348344","142.250.192.36","192.168.0.106","QUIC","82","Initial, SCID=f02c476dedb4b62a, PKN: 1, ACK"
"323","26.348344","142.250.192.36","192.168.0.106","QUIC","1292","Initial, SCID=f02c476dedb4b62a, PKN: 2, ACK, PADDING"
"324","26.348593","142.250.192.36","192.168.0.106","QUIC","737","Protected Payload (KP0)"
"325","26.348593","142.250.192.36","192.168.0.106","QUIC","134","Protected Payload (KP0)"
"326","26.349170","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"327","26.377314","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"328","26.426413","192.168.0.106","142.250.192.36","QUIC","1292","Initial, DCID=f02c476dedb4b62a, PKN: 6, PADDING, PING, PADDING"
"329","26.451333","142.250.192.36","192.168.0.106","QUIC","1292","Initial, SCID=f02c476dedb4b62a, PKN: 3, CRYPTO, PADDING"
"330","26.451333","142.250.192.36","192.168.0.106","QUIC","451","Protected Payload (KP0)"
"331","26.451333","142.250.192.36","192.168.0.106","QUIC","883","Protected Payload (KP0)"
"332","26.451333","142.250.192.36","192.168.0.106","QUIC","225","Protected Payload (KP0)"
"333","26.452525","192.168.0.106","142.250.192.36","QUIC","120","Handshake, DCID=f02c476dedb4b62a"
"334","26.452775","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=f02c476dedb4b62a"
"335","26.453119","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"336","26.453119","142.250.192.36","192.168.0.106","QUIC","1288","Protected Payload (KP0)"
"337","26.453119","142.250.192.36","192.168.0.106","QUIC","288","Protected Payload (KP0)"
"338","26.453119","142.250.192.36","192.168.0.106","QUIC","199","Protected Payload (KP0)"
"339","26.453119","142.250.192.36","192.168.0.106","QUIC","1287","Protected Payload (KP0)"
"340","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"341","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"342","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"343","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"344","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"345","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"346","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"347","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"348","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"349","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"350","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Initial, SCID=f02c476dedb4b62a, PKN: 9, ACK, CRYPTO, PADDING"
"351","26.453119","142.250.192.36","192.168.0.106","QUIC","456","Protected Payload (KP0)"
"352","26.453119","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"353","26.453636","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"354","26.453733","192.168.0.106","142.250.192.36","QUIC","77","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"355","26.453920","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"356","26.454074","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"357","26.454184","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"358","26.454319","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"359","26.454444","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"360","26.454574","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"361","26.454763","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"362","26.455042","192.168.0.106","142.250.192.36","QUIC","155","Protected Payload (KP0), DCID=f02c476dedb4b62a"
"363","26.554150","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"364","26.554150","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"365","26.554150","142.250.192.36","192.168.0.106","QUIC","162","Protected Payload (KP0)"
"366","26.554870","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"367","26.555228","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f02c476dedb4b62a"
"368","26.556062","142.250.192.36","192.168.0.106","QUIC","633","Protected Payload (KP0)"
"369","26.556062","142.250.192.36","192.168.0.106","QUIC","184","Protected Payload (KP0)"
"370","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"371","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"372","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"373","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"374","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"375","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"376","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"377","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"378","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"379","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"380","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"381","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"382","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"383","26.556062","142.250.192.36","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"384","26.556062","142.250.192.36","192.168.0.106","QUIC","125","Protected Payload (KP0)"
"385","26.556587","192.168.0.106","142.250.192.36","QUIC","79","Protected Payload (KP0), DCID=f02c476dedb4b62a"
"386","26.556793","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=f02c476dedb4b62a"
"387","26.557049","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"388","26.557159","192.168.0.106","142.250.192.36","QUIC","73","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"389","26.557256","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"390","26.557349","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"391","26.557471","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"392","26.557592","192.168.0.106","142.250.192.36","QUIC","74","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"393","26.557826","192.168.0.106","142.250.192.36","QUIC","78","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"394","26.655044","142.250.192.36","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"395","26.655044","142.250.192.36","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"396","26.785977","192.168.0.106","192.168.0.1","DNS","88","Standard query 0xafef A ogads-pa.clients6.google.com"
"397","26.786581","192.168.0.106","192.168.0.1","DNS","88","Standard query 0x2e5a HTTPS ogads-pa.clients6.google.com"
"398","26.824320","192.168.0.1","192.168.0.106","DNS","104","Standard query response 0xafef A ogads-pa.clients6.google.com A 142.250.192.106"
"399","26.824320","192.168.0.1","192.168.0.106","DNS","138","Standard query response 0x2e5a HTTPS ogads-pa.clients6.google.com SOA ns1.google.com"
"400","26.826276","192.168.0.106","142.250.192.106","QUIC","1292","Initial, DCID=fcc5bce64b1124cd, PKN: 1, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO"
"401","26.826408","192.168.0.106","142.250.192.106","QUIC","1292","Initial, DCID=fcc5bce64b1124cd, PKN: 2, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO"
"402","26.826776","192.168.0.106","142.250.192.106","QUIC","121","0-RTT, DCID=fcc5bce64b1124cd"
"403","26.926722","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"404","26.929129","142.250.192.106","192.168.0.106","QUIC","82","Initial, SCID=fcc5bce64b1124cd, PKN: 1, ACK"
"405","26.929129","142.250.192.106","192.168.0.106","QUIC","1292","Initial, SCID=fcc5bce64b1124cd, PKN: 2, ACK, PADDING"
"406","26.929129","142.250.192.106","192.168.0.106","QUIC","1292","Initial, SCID=fcc5bce64b1124cd, PKN: 3, CRYPTO, PADDING"
"407","26.929129","142.250.192.106","192.168.0.106","QUIC","339","Protected Payload (KP0)"
"408","26.929375","142.250.192.106","192.168.0.106","QUIC","995","Protected Payload (KP0)"
"409","26.929375","142.250.192.106","192.168.0.106","QUIC","82","Protected Payload (KP0)"
"410","26.929375","142.250.192.106","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"411","26.930425","192.168.0.106","142.250.192.106","QUIC","120","Handshake, DCID=fcc5bce64b1124cd"
